path,type,spacing,unit
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.3974993403275673,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.1878744392784322,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.0481245052456754,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.676999208393081,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.5372492743603239,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,0.9083745712129186,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,0.978249538229297,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.0481245052456754,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.1179994722620539,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.1878744392784322,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.1878744392784322,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.327624373311189,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.3974993403275673,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.2577494062948105,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.327624373311189,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.2577494062948105,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.2577494062948105,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.327624373311189,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.1878744392784322,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.3974993403275673,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.5372492743603239,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.2577494062948105,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.1878744392784322,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.2577494062948105,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.2577494062948105,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.2577494062948105,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.4673743073439456,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.3974993403275673,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.1179994722620539,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.1878744392784322,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.327624373311189,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.1878744392784322,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.1878744392784322,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.2577494062948105,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,1.0481245052456754,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,0.9083745712129186,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,0.9083745712129186,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,0.978249538229297,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,0.8384996041965405,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,0.7686246371801619,$\mu$m
data/spikes/Oct_Image 8_RAW_ch00-2.tif,spikes,0.8384996041965405,$\mu$m
